date,amount
20080117,14479
20080118,19335
20080119,18493
20080121,16694
20080122,18076
20080124,24135
20080125,11379
20080126,19041
20080128,21582
20080129,13157
20080130,14351
20080131,20346
20080201,20422
20080202,16562
20080204,22693
20080205,19511
20080206,10169
20080207,20501
20080208,15139
20080209,23910
20080212,31377
20080213,13998
20080214,21476
20080215,18469
20080216,18046
20080218,21394
20080219,13293
20080220,11037
20080221,23871
20080222,15816
20080223,15166
20080225,21511
20080226,19698
20080228,26114
20080229,13742
20080301,15970
20080303,27701
20080304,10518
20080306,20967
20080307,12867
20080308,13171
20080310,16932
20080311,19172
20080313,20718
20080314,11524
20080315,11020
20080317,19563
20080318,12094
20080319,17555
20080321,14838
20080322,16894
20080324,33117
20080325,18408
20080327,21207
20080328,17377
20080329,13983
20080331,16057
20081001,11043
20081002,23324
20081003,12593
20081004,14290
20081006,38814
20081007,26793
20081009,29781
20081010,20408
20081011,25127
20081014,44923
20081015,16300
20081016,20934
20081017,28679
20081018,19816
20081020,35243
20081021,17916
20081023,30008
20081024,20779
20081025,23463
20081027,25066
20081028,15793
20081029,17004
20081030,26433
20081031,16645
20081101,26915
20081104,47418
20081105,9156
20081106,23135
20081107,31790
20081108,19692
20081110,31553
20081111,13200
20081113,29031
20081114,23181
20081115,16151
20081117,35720
20081118,10570
20081119,8512
20081120,25822
20081121,12036
20081122,33175
20081125,27957
20081126,9051
20081127,15780
20081128,29275
20081129,14274
20081201,28456
20081202,10126
20081203,18198
20081204,26522
20081205,11317
20081206,15834
20081208,40217
20081209,13299
20081211,43225
20081212,23967
20081213,16273
20081215,39874
20081216,16058
20081217,21248
20081218,39910
20081219,13156
20081220,32008
20081222,26609
20081224,41073
20081225,45890
20081226,35633
20081227,44357
20081228,26292
20090105,21568
20090106,7342
20090107,9509
20090108,15293
20090109,8076
20090110,16130
20090113,24275
20090114,9567
20090115,16512
20090116,16409
20090117,12920
20090119,23970
20090120,17814
20090122,23606
20090123,17141
20090124,16990
20090126,27395
20090127,13678
20090129,22076
20090130,12502
20090131,16883
20090202,26790
20090203,11947
20090204,8523
20090205,24022
20090206,16544
20090207,17804
20090209,33556
20090210,13951
20090212,27666
20090213,11479
20090214,15661
20090216,21526
20090217,11793
20090218,14484
20090219,20741
20090220,11028
20090221,11629
20090223,21951
20090224,14106
20090226,24118
20090227,15534
20090228,15561
20090302,20134
20090303,12934
20090305,27657
20090306,9999
20090307,17181
20090309,28078
20090310,15009
20090312,29656
20090313,9417
20090314,19760
20090316,25436
20090317,15727
20090318,11905
20090319,29858
20090321,15247
20090323,23874
20090324,18459
20090326,23529
20090327,10271
20090328,14759
20090330,18855
20090331,11944
20091001,24610
20091002,13961
20091003,18320
20091005,20792
20091006,19344
20091008,21259
20091009,14941
20091010,18882
20091013,26585
20091014,10703
20091015,25673
20091016,17989
20091017,28956
20091019,32983
20091020,14814
20091021,10782
20091022,30211
20091023,20647
20091024,20627
20091026,23718
20091027,36269
20091029,37242
20091030,12839
20091031,23152
20091102,34360
20091104,17613
20091105,35285
20091106,12144
20091107,23972
20091109,35111
20091110,10256
20091112,29765
20091113,19085
20091114,27047
20091116,31836
20091117,8358
20091118,10766
20091119,34108
20091120,25861
20091121,12198
20091124,32128
20091125,15929
20091126,25125
20091127,27426
20091128,19021
20091130,24562
20091201,14867
20091202,14654
20091203,37931
20091204,21590
20091205,25203
20091207,39960
20091208,27855
20091211,20693
20091212,22435
20091214,38238
20091215,15732
20091216,24582
20091217,24851
20091218,24655
20091219,18604
20091221,40825
20091222,38758
20091224,59180
20091225,26121
20091226,48717
20091227,32352
20091228,36807
20091229,22691
20100105,11056
20100106,11083
20100107,14097
20100108,24776
20100109,13826
20100112,27512
20100113,17137
20100114,17494
20100115,22584
20100116,16422
20100118,18478
20100119,11062
20100120,12140
20100121,26023
20100122,10179
20100123,15089
20100125,20787
20100126,17535
20100128,27846
20100129,11511
20100130,16882
20100201,22767
20100202,9150
20100203,16028
20100204,21450
20100205,15520
20100206,15778
20100208,30633
20100209,9652
20100210,21419
20100212,35038
20100213,18140
20100215,33681
20100216,16250
20100217,14379
20100218,20955
20100219,13726
20100220,17996
20100222,24524
20100223,14447
20100225,30353
20100226,13606
20100227,16331
20100301,25510
20100302,19504
20100304,23540
20100305,9486
20100306,16850
20100308,28511
20100309,17626
20100311,22012
20100312,7866
20100313,19782
20100315,18110
20100316,15266
20100318,22068
20100319,8214
20100320,17546
20100323,27850
20100324,7197
20100325,12980
20100326,16988
20100327,16855
20100329,21359
20100330,8694
20100331,10778
20101001,24673
20101002,27160
20101004,30112
20101005,24164
20101007,41248
20101008,13682
20101009,24685
20101012,34597
20101013,11536
20101014,15755
20101015,34633
20101016,19374
20101018,28568
20101019,10035
20101020,19718
20101021,27706
20101022,13858
20101023,27791
20101025,22504
20101026,21801
20101028,27821
20101029,11056
20101030,18627
20101101,24749
20101102,17748
20101104,44261
20101105,15966
20101106,15620
20101108,35959
20101109,11005
20101111,30016
20101112,10426
20101113,24741
20101115,35004
20101116,10826
20101117,12061
20101118,41938
20101119,12690
20101120,24758
20101122,37266
20101124,23486
20101125,29753
20101126,9887
20101127,16734
20101129,30547
20101130,20808
20101201,18669
20101202,28097
20101203,21744
20101204,12048
20101206,42303
20101207,24183
20101209,32605
20101210,21194
20101211,16104
20101213,38122
20101214,11063
20101215,19233
20101216,30513
20101217,14747
20101218,16768
20101220,40205
20101221,15541
20101222,43964
20101224,58508
20101225,20909
20101226,27512
20101227,40859
20101228,29319
20101229,42174
20110105,13069
20110106,11395
20110107,7099
20110108,20956
20110111,23610
20110112,9970
20110113,17078
20110114,23603
20110115,10421
20110117,30394
20110118,17176
20110120,25860
20110121,11332
20110122,11567
20110124,28131
20110125,12912
20110127,25533
20110128,13718
20110129,13297
20110131,23567
20110201,8764
20110202,9000
20110203,18687
20110204,11545
20110205,11611
20110207,21461
20110208,11375
20110209,21603
20110210,21543
20110212,14055
20110214,24566
20110215,10772
20110216,6947
20110217,15453
20110218,8375
20110219,14296
20110221,21576
20110222,11758
20110224,21066
20110225,14485
20110226,12067
20110228,20787
20110301,10628
20110303,28900
20110304,10632
20110305,14268
20110307,21261
20110308,11806
20110310,22285
20110311,8890
20110312,4567
20110314,15076
20110315,13327
20110317,22723
20110318,19153
20110319,14675
20110322,27558
20110323,5021
20110324,16857
20110325,13467
20110326,18240
20110328,36062
20110329,12608
20110330,4898
20110331,18799
20111001,27936
20111003,40881
20111004,15525
20111005,18569
20111006,30431
20111007,16573
20111008,27291
20111011,50937
20111012,17958
20111013,13953
20111014,31181
20111015,26698
20111017,33452
20111018,19027
20111019,11161
20111020,31302
20111021,18072
20111022,15851
20111024,26381
20111025,18508
20111027,43773
20111028,18263
20111029,16259
20111031,36197
20111101,23421
20111102,31476
20111104,32883
20111105,28962
20111107,25087
20111108,16475
20111110,27984
20111111,14388
20111112,28684
20111114,38941
20111115,16037
20111116,9780
20111117,17144
20111118,28021
20111119,12925
20111121,40722
20111122,14236
20111124,37216
20111125,12746
20111126,14646
20111128,39109
20111129,8760
20111130,12530
20111201,32126
20111202,22714
20111203,15599
20111205,31739
20111206,16680
20111207,17480
20111208,30337
20111209,25857
20111210,20403
20111212,43373
20111213,14723
20111215,48969
20111216,21703
20111217,37865
20111219,40981
20111220,13452
20111221,38158
20111222,55378
20111224,32573
20111225,18872
20111226,46564
20111227,19608
20111228,29036
20111229,18304
20120105,18273
20120106,5844
20120107,10254
20120110,16021
20120111,7005
20120112,12605
20120113,14211
20120114,15487
20120116,17169
20120117,14187
20120119,18331
20120120,7778
20120121,17198
20120123,22642
20120124,14713
20120126,23960
20120127,8931
20120128,17335
20120130,24198
20120131,12310
20120201,8700
20120202,21828
20120203,11766
20120204,20743
20120206,20774
20120207,13382
20120208,12166
20120209,18249
20120210,17598
20120213,21289
20120214,12272
20120215,10281
20120216,14504
20120217,19698
20120218,14137
20120220,20390
20120221,12640
20120223,23079
20120224,13131
20120225,12536
20120227,23376
20120228,11055
20120229,8953
20120301,18631
20120302,10181
20120303,13439
20120305,18540
20120306,9991
20120308,23700
20120309,11128
20120310,9886
20120312,16535
20120313,9150
20120315,18622
20120316,12927
20120317,14059
20120319,20275
20120321,12424
20120322,11454
20120323,6995
20120324,11536
20120326,19253
20120327,8783
20120328,5353
20120329,14830
20120330,7827
20120331,7504
20121001,22149
20121002,7290
20121003,9387
20121004,20753
20121005,17332
20121006,15471
20121009,22794
20121010,12077
20121011,10792
20121012,23670
20121013,17166
20121015,30886
20121016,16391
20121017,10794
20121018,20965
20121019,36232
20121020,14746
20121022,42257
20121023,15184
20121025,27640
20121026,25313
20121027,15868
20121029,33276
20121030,13740
20121031,17960
20121101,22664
20121102,24648
20121105,49719
20121106,21820
20121107,8423
20121108,32426
20121109,11942
20121110,12570
20121112,42390
20121113,30306
20121115,38476
20121116,15247
20121117,30006
20121119,42903
20121120,35818
20121121,20042
20121122,22112
20121124,19962
20121126,36534
20121127,29194
20121129,41874
20121130,26603
20121201,17886
20121203,46830
20121204,20168
20121205,12577
20121206,20581
20121207,20012
20121208,41913
20121210,45165
20121211,21459
20121213,35430
20121214,9822
20121215,16020
20121217,49210
20121218,22129
20121219,11727
20121220,42265
20121221,13268
20121222,32241
20121224,45418
20121225,19504
20121226,29974
20121227,34787
20121228,18541
20121229,15940
20130105,6219
20130107,19733
20130108,9273
20130110,23117
20130111,11452
20130112,23899
20130115,13995
20130116,18139
20130117,15120
20130118,22738
20130119,12218
20130121,29864
20130122,15189
20130124,21251
20130125,24287
20130126,17122
20130128,25194
20130129,14830
20130131,26768
20130201,15560
20130202,19418
20130204,25139
20130205,25428
20130207,19760
20130208,23564
20130209,15189
20130212,28091
20130213,11954
20130214,17305
20130215,20236
20130216,10460
20130218,27952
20130219,21526
20130221,24019
20130222,13689
20130223,11813
20130225,21309
20130226,17817
20130228,26260
20130301,13781
20130302,20294
20130304,21219
20130305,21727
20130307,28749
20130308,13798
20130309,10614
20130311,24097
20130312,27862
20130314,23294
20130315,10488
20130316,14817
20130318,20073
20130319,14450
20130321,21896
20130322,7957
20130323,18608
20130325,15562
20130326,11870
20130328,17277
20130329,12091
20130330,12376
20131001,13839
20131002,15867
20131003,19783
20131004,9966
20131005,14767
20131007,23607
20131008,14308
20131010,21624
20131011,18159
20131012,22943
20131015,33148
20131016,10148
20131017,13678
20131018,15359
20131019,11302
20131021,25824
20131022,15929
20131024,18332
20131025,18483
20131026,16836
20131028,25074
20131029,11403
20131030,6089
20131031,22392
20131101,16084
20131102,20454
20131105,56771
20131106,12377
20131107,12755
20131108,21476
20131109,21537
20131111,44005
20131112,20907
20131114,31037
20131115,17236
20131116,13950
20131118,24828
20131119,12304
20131121,31236
20131122,26726
20131125,36811
20131126,20187
20131128,29654
20131129,21654
20131130,14722
20131202,29914
20131203,17887
20131204,12019
20131205,23240
20131206,31090
20131207,16325
20131209,36425
20131210,14201
20131212,43016
20131213,19671
20131214,30471
20131216,33986
20131217,25005
20131218,10861
20131219,32096
20131220,27529
20131221,32280
20131223,48182
20131224,30699
20131225,23951
20131226,39743
20131227,21797
20131229,13993
20140105,6884
20140106,10586
20140107,6871
20140109,20149
20140110,9816
20140111,13243
20140114,34833
20140115,26440
20140116,11827
20140117,18079
20140118,13347
20140120,24509
20140121,17047
20140123,18278
20140124,11909
20140125,18680
20140127,16547
20140128,15002
20140130,15301
20140131,13894
20140201,14797
20140203,27037
20140204,14544
20140206,28680
20140207,13797
20140208,12973
20140210,9759
20140212,8247
20140213,11063
20140214,14773
20140215,9803
20140217,5553
20140218,15920
20140220,14761
20140221,10960
20140222,17946
20140224,21012
20140225,11293
20140227,16761
20140228,7749
20140301,14235
20140303,12752
20140304,14602
20140306,24201
20140307,10706
20140308,10889
20140310,13471
20140311,10187
20140313,12585
20140314,7801
20140315,9322
20140317,16266
20140318,7596
20140319,7656
20140320,10103
20140322,11552
20140324,10155
20140325,8198
20140327,12932
20140328,6522
20140329,9314
20140331,14025
20141001,9057
20141002,15825
20141003,15983
20141004,15475
20141006,14460
20141007,22864
20141009,15123
20141010,17332
20141011,8356
20141014,22739
20141015,12653
20141016,26526
20141017,12769
20141018,6933
20141020,24586
20141021,16205
20141023,32496
20141024,20759
20141025,24921
20141027,43779
20141028,18129
20141029,13707
20141030,16782
20141031,15476
20141101,21316
20141104,35732
20141105,23045
20141106,10337
20141107,24753
20141108,10380
20141110,23829
20141111,17053
20141113,23142
20141114,24859
20141115,10182
20141117,40985
20141118,7763
20141120,22533
20141121,30009
20141122,23270
20141125,31192
20141126,29752
20141127,13051
20141128,15719
20141129,19513
20141201,38036
20141202,30304
20141203,15210
20141204,30580
20141205,17586
20141206,20028
20141208,33323
20141209,22449
20141211,47242
20141212,11921
20141213,30554
20141215,32962
20141216,25020
20141217,10306
20141218,32307
20141219,25397
20141220,25120
20141222,87051
20141224,20002
20141225,30975
20141226,40096
20141227,21701
20141228,16001
20141229,13379
20150105,8296
20150106,10622
20150108,19275
20150109,5355
20150110,16984
20150113,25977
20150114,9029
20150115,14085
20150116,17563
20150117,11807
20150119,20165
20150120,14318
20150122,21756
20150123,20835
20150124,11700
20150126,20072
20150127,18006
20150129,21258
20150130,19748
20150131,9320
20150202,28245
20150203,14554
20150205,28075
20150206,21642
20150207,14301
20150209,32357
20150210,18694
20150212,18090
20150213,16063
20150216,22363
20150217,9089
20150219,29153
20150220,16020
20150221,21293
20150223,16514
20150224,13005
20150226,24150
20150227,10669
20150228,12665
20150302,17813
20150303,29386
20150305,30109
20150306,10289
20150307,22913
20150309,17443
20150310,20039
20150312,20286
20150313,16510
20150314,7732
20150316,29769
20150317,19844
20150318,5580
20150319,20510
20150320,18944
20150323,20207
20150324,7139
20150326,14847
20150327,22427
20150328,8043
20150330,17177
20150331,6657
20150401,19599
20150402,17136
20150403,13461
20150404,11716
20150406,34959
20150407,7242
20150409,27439
20150410,20318
20150411,22126
20150413,35376
20150414,15790
20150416,27365
20150417,26288
20150418,13473
20150420,28130
20150421,18599
20150423,15763
20150424,21340
20150425,11865
20150427,19242
20150428,8739
20150430,16109
20151001,31964
20151002,18806
20151003,15526
20151005,27482
20151006,33343
20151008,25697
20151009,15611
20151010,19478
20151013,39190
20151014,11183
20151015,30829
20151016,12588
20151017,9796
20151019,46943
20151020,11461
20151022,12431
20151023,19157
20151024,26570
20151026,15289
20151027,14015
20151029,22050
20151030,16225
20151031,25997
20151102,47526
20151104,21782
20151105,24669
20151106,13110
20151107,9179
20151109,23506
20151110,46233
20151112,21514
20151113,17015
20151114,17812
20151116,25638
20151117,14512
20151119,33785
20151120,15755
20151121,14337
20151124,43306
20151125,9005
20151126,11043
20151127,26973
20151128,9366
20151130,36396
20151201,11378
20151202,11032
20151203,19895
20151204,20648
20151205,16059
20151207,33328
20151208,28780
20151210,40251
20151211,21460
20151212,13261
20151214,35776
20151215,23129
20151216,16690
20151217,31869
20151218,26114
20151219,21226
20151221,53198
20151222,24641
20151224,37640
20151225,48402
20151226,24726
20151227,14395
20151228,20131
20151229,14362
20160105,4936
20160106,10795
20160107,11108
20160108,13490
20160109,16331
20160112,26036
20160113,6818
20160114,14922
20160115,14687
20160116,15120
20160118,14930
20160119,12541
20160121,20123
20160122,10713
20160123,22631
20160125,23830
20160126,14831
20160128,14297
20160129,17526
20160130,11779
20160201,26852
20160202,13537
20160204,37701
20160205,24257
20160206,15472
20160208,35594
20160209,11184
20160210,17358
20160212,33491
20160213,23923
20160215,29711
20160216,16834
20160218,13575
20160219,17698
20160220,14325
20160222,20678
20160223,11398
20160225,14262
20160226,16864
20160227,8226
20160229,20527
20160301,14275
20160303,22332
20160304,16560
20160305,14712
20160307,20100
20160308,8997
20160310,9693
20160311,19142
20160312,12397
20160314,21660
20160315,8182
20160317,22347
20160318,24005
20160319,16176
20160322,24394
20160323,8016
20160324,16702
20160325,19200
20160326,9862
20160328,14821
20160329,15622
20160330,4850
20160331,12059
20160401,20250
20160402,6173
20160404,13109
20160405,6466
20160407,23592
20160408,8816
20160409,9562
20160411,17979
20160412,9244
20160414,25768
20160415,13493
20160416,10542
20160418,22385
20160419,10293
20160421,12603
20160422,12210
20160423,16004
20160425,24549
20160426,7906
20160427,8303
20160428,10214
20160430,20743
20161001,23570
20161003,22458
20161004,23278
20161006,26634
20161007,14154
20161008,20446
20161011,34725
20161012,15135
20161013,8468
20161014,15462
20161015,13520
20161017,48579
20161018,11506
20161020,26440
20161021,14435
20161022,20315
20161024,33857
20161025,13324
20161027,24112
20161028,16571
20161029,19195
20161031,27227
20161101,8637
20161102,17958
20161104,25668
20161105,21993
20161107,17377
20161108,28654
20161110,14397
20161111,17770
20161112,19833
20161114,44115
20161115,22703
20161117,18477
20161118,14079
20161119,14784
20161121,16955
20161122,24873
20161124,14479
20161125,15317
20161126,7654
20161128,23854
20161129,15186
20161130,13188
20161201,14825
20161202,24569
20161203,8480
20161205,29583
20161206,20171
20161208,24780
20161209,33356
20161210,12546
20161212,39078
20161213,17347
20161214,8682
20161215,23630
20161216,18926
20161217,12902
20161219,44159
20161220,21576
20161221,10253
20161222,28262
20161224,48370
20161225,23803
20161226,24261
20161227,13919
20161228,18121
20161229,15864
20170105,22390
20170106,17513
20170107,22447
20170110,20538
20170111,9682
20170112,13521
20170113,21124
20170114,10815
20170116,22441
20170117,18656
20170119,24005
20170120,15890
20170121,12406
20170123,24895
20170124,22321
20170126,18663
20170127,11320
20170128,10633
20170130,17323
20170131,19801
20170202,21755
20170203,12483
20170204,20195
20170206,13031
20170207,21057
20170208,10143
20170209,17930
20170210,10582
20170213,18742
20170214,8823
20170216,30443
20170217,12681
20170218,11982
20170220,14054
20170221,19532
20170223,29215
20170224,11163
20170225,9767
20170227,12506
20170228,8344
20170301,10944
20170302,19307
20170303,8400
20170304,19053
20170306,13200
20170307,10538
20170309,21812
20170310,19026
20170311,9635
20170313,18790
20170314,7666
20170316,15696
20170317,10481
20170318,14008
20170321,26366
20170322,4176
20170323,14214
20170324,9206
20170325,9006
20170327,9500
20170328,6423
20170330,15482
20170331,4174
20170401,15232
20170403,13260
20170404,9416
20170406,15523
20170407,7155
20170408,8919
20170410,17479
20170411,4838
20170413,20847
20170414,6328
20170415,4456
20170417,16132
20170418,8022
20170420,17607
20170421,8224
20170422,5400
20170424,17697
20170425,8871
20170426,10830
20170427,17366
20170428,23981
20171002,18263
20171003,16155
20171005,21793
20171006,12294
20171007,11185
20171010,35873
20171011,7728
20171012,21387
20171013,17427
20171014,13564
20171016,17369
20171017,10767
20171019,21374
20171020,12868
20171021,14846
20171023,20763
20171024,20163
20171026,16686
20171027,15904
20171028,16508
20171030,29480
20171031,9164
20171101,10544
20171102,26114
20171104,38498
20171106,26519
20171107,27428
20171109,29210
20171110,13481
20171111,20120
20171113,24060
20171114,24243
20171116,38931
20171117,14987
20171118,17206
20171120,29930
20171121,26776
20171122,26718
20171124,33193
20171125,14399
20171127,24575
20171128,21930
20171129,12031
20171130,36128
20171201,22709
20171202,16827
20171204,46637
20171205,14743
20171207,40117
20171208,23807
20171209,13810
20171211,35904
20171212,14362
20171213,6426
20171214,38481
20171215,23276
20171216,12458
20171218,40521
20171219,16620
20171220,7459
20171221,42443
20171222,19524
20171223,15733
20171225,48679
20171226,22951
20171227,12945
20171228,20268
20171229,13299
20180105,20715
20180106,7115
20180109,12860
20180110,5979
20180111,13846
20180112,15111
20180113,23143
20180115,12773
20180116,13340
20180118,16633
20180119,10506
20180120,14379
20180122,41100
20180123,14018
20180125,25591
20180126,14957
20180127,10794
20180129,26984
20180130,12694
20180201,15883
20180202,21844
20180203,12226
20180205,28922
20180206,19534
20180208,18307
20180209,11404
20180210,13085
20180213,19502
20180214,18281
20180215,17921
20180216,14072
20180217,10493
20180219,16437
20180220,15144
20180222,13805
20180223,14441
20180224,13257
20180226,16470
20180227,12013
20180301,14964
20180302,9896
20180303,8737
20180305,9563
20180306,8599
20180308,18094
20180309,7453
20180310,7983
20180312,12221
20180313,6345
20180315,14792
20180316,6447
20180317,8140
20180319,12640
20180320,7786
20180322,17559
20180323,7241
20180324,9592
20180326,7356
20180327,13689
20180329,12578
20180330,10945
20180331,8482
20180402,9678
20180403,6983
20180405,32139
20180406,9430
20180407,7881
20180409,11186
20180410,8511
20180412,19314
20180413,9072
20180414,8811
20180416,17083
20180417,8221
20180419,31077
20180420,9378
20180421,10625
20180423,11739
20180424,17736
20180426,16991
20180427,17249
20180428,18464
20181001,17272
20181002,8397
20181004,22752
20181005,7209
20181006,17088
20181009,33469
20181010,7141
20181011,19570
20181012,17382
20181013,14039
20181015,29263
20181016,15305
20181018,23145
20181019,20045
20181020,12330
20181022,21292
20181023,19674
20181025,25506
20181026,23561
20181027,7998
20181029,24127
20181030,19888
20181031,7129
20181101,22746
20181102,21081
20181105,26563
20181106,26285
20181108,25211
20181109,15890
20181110,19339
20181112,19520
20181113,18262
20181115,42099
20181116,26538
20181117,15640
20181119,36811
20181120,12425
20181121,8101
20181122,30539
20181124,22007
20181126,27157
20181127,18362
20181128,4236
20181129,24477
20181130,9355
20181201,13716
20181203,18058
20181204,9264
20181206,25640
20181207,10020
20181208,20106
20181210,32675
20181211,25966
20181213,28266
20181214,28992
20181215,25000
20181217,39021
20181218,28814
20181219,20774
20181220,43999
20181221,30969
20181222,28123
20181224,42893
20181225,20749
20181226,12578
20181227,44551
20181228,18682
20181229,15111
20190105,20073
20190107,16427
20190108,6397
20190110,19143
20190111,11627
20190112,13062
20190115,25791
20190116,16034
20190117,11091
20190118,23349
20190119,21224
20190121,22267
20190122,14837
20190124,20483
20190125,15041
20190126,10393
20190128,17813
20190129,16515
20190131,16635
20190201,19674
20190202,15619
20190204,16332
20190205,10133
20190207,26684
20190208,18865
20190209,11876
20190212,19026
20190213,8053
20190214,22370
20190215,16921
20190216,7193
20190218,17191
20190219,14780
20190221,16181
20190222,13128
20190223,11959
20190225,19443
20190226,12986
20190228,17397
20190301,13235
20190302,10918
20190304,13691
20190305,16223
20190307,30268
20190308,10254
20190309,15280
20190311,19073
20190312,8932
20190314,27357
20190315,11214
20190316,14468
20190318,14944
20190319,10768
20190320,14814
20190322,18540
20190323,11476
20190325,13561
20190326,11041
20190328,8967
20190329,16776
20190330,10306
20190401,17340
20190402,12597
20190404,13457
20190405,19094
20190406,14336
20190408,14019
20190409,26755
20190411,17441
20190412,13761
20190413,9161
20190415,19210
20190416,8679
20190418,21953
20190419,10459
20190420,21284
20190422,22279
20190423,13424
20190425,25503
20190426,17675
20190427,18043
20190429,25235
20191001,17145
20191003,17211
20191004,16752
20191005,16810
20191007,14857
20191008,11046
20191010,31414
20191011,11111
20191012,13018
20191015,30719
20191016,4837
20191017,26468
20191018,15367
20191019,18272
20191021,21184
20191023,16194
20191024,25983
20191025,15736
20191026,13285
20191028,27797
20191029,21223
20191031,16935
20191101,19075
20191102,24108
20191105,23444
20191106,14974
20191107,18788
20191108,22829
20191109,23774
20191111,41093
20191112,18607
20191114,37103
20191115,16368
20191116,25305
20191118,21407
20191119,16239
20191121,25124
20191122,31778
20191125,30327
20191126,13390
20191128,29417
20191129,35751
20191130,21594
20191202,18232
20191203,18912
20191205,32535
20191206,47918
20191207,18899
20191209,48114
20191210,35547
20191212,42395
20191213,50317
20191214,36972
20191216,47144
20191217,32080
20191219,39458
20191220,50530
20191221,38789
20191223,31450
20191224,35438
20191225,17222
20191226,35922
20191227,42896
20191228,27972
20191229,17893
20200105,14550
20200106,15062
20200109,25269
20200110,14664
20200111,8373
20200114,27604
20200115,8053
20200116,22900
20200117,24824
20200118,12531
20200120,13062
20200121,19475
20200123,22622
20200124,27086
20200125,7782
20200127,19046
20200128,10942
20200130,28699
20200131,26085
20200201,10716
20200203,21806
20200204,8368
20200206,27565
20200207,29672
20200208,11674
20200210,26257
20200212,24572
20200213,25786
20200214,18879
20200215,19932
20200217,27764
20200218,11745
20200220,22624
20200221,21253
20200222,17509
20200225,20537
20200226,9885
20200227,19411
20200228,25072
20200229,10516
20200302,12089
20200303,15996
20200305,15898
20200306,15366
20200307,12009
20200309,14790
20200310,9659
20200312,17183
20200313,13846
20200314,14354
20200316,10941
20200317,5233
20200318,20127
20200319,22167
20200321,21644
20200323,26254
20200324,12986
20200326,10365
20200327,9782
20200328,8081
20200330,19837
20200331,5839
20200402,13957
20200403,21591
20200404,13843
20200406,17654
20200407,7271
20200409,15726
20200410,27981
20200411,15367
20200413,22340
20200414,10542
20200416,24749
20200417,13565
20200418,36300
20200420,33044
20200421,10745
20200423,26374
20200424,14598
20200425,27603
20200427,27276
20200428,15351
20200430,25110
20201001,12832
20201002,18750
20201003,13712
20201005,18565
20201006,6059
20201008,15324
20201009,7217
20201010,16105
20201012,19507
20201013,3432
20201015,17794
20201016,6198
20201017,6428
20201019,25739
20201020,11648
20201022,18369
20201023,11987
20201024,5977
20201026,20116
20201027,9779
20201029,24710
20201030,11411
20201031,10428
20201102,20189
20201104,11144
20201105,11631
20201106,14536
20201107,10590
20201109,19518
20201110,8170
20201112,21946
20201113,6972
20201114,31516
20201116,14606
20201117,27629
20201119,18899
20201120,20043
20201121,25535
20201124,31257
20201125,14346
20201126,19358
20201127,13010
20201128,20956
20201130,14736
20201201,15402
20201203,12443
20201204,12280
20201205,23399
20201207,16057
20201208,10876
20201210,17098
20201211,8827
20201212,19558
20201214,22125
20201215,9659
20201217,34080
20201218,19048
20201219,29439
20201221,28692
20201222,17864
20201224,27901
20201225,20982
20201226,27295
20201228,43445
20201229,11852
20210105,6201
20210107,12821
20210108,6595
20210109,8935
20210112,12625
20210113,6949
20210114,7139
20210115,4381
20210116,7204
20210118,8799
20210119,7653
20210121,9527
20210122,6562
20210123,14470
20210125,12288
20210126,7886
20210128,18147
20210129,9411
20210130,8865
20210201,11145
20210202,8196
20210204,9132
20210205,10161
20210206,13011
20210208,10299
20210209,8009
20210210,7300
20210212,10579
20210213,9638
20210215,8517
20210216,7886
20210218,7939
20210219,4353
20210220,9418
20210222,8718
20210224,5472
20210225,7865
20210226,9692
20210227,6899
20210301,11847
20210302,5306
20210304,6980
20210305,6279
20210306,7221
20210308,7922
20210309,4681
20210311,9222
20210312,6437
20210313,6650
20210315,7546
20210316,4231
20210317,3049
20210318,6482
20210319,7505
20210322,6615
20210323,7015
20210325,8316
20210326,3136
20210327,4767
20210329,6897
20210330,4820
20210401,13351
20210402,6361
20210403,6016
20210405,7195
20210406,7572
20210408,11516
20210409,6455
20210410,6846
20210412,8029
20210413,7121
20210415,9060
20210416,7866
20210417,6217
20210419,6815
20210420,7271
20210422,6294
20210423,6137
20210424,8132
20210426,8025
20210427,7252
20210428,5806
20210430,9136
20211001,6036
20211002,8583
20211004,11829
20211005,7533
20211007,22309
20211008,10336
20211009,10234
20211011,12827
20211012,11749
20211014,18728
20211015,6328
20211016,16530
20211018,13243
20211019,19663
20211021,15478
20211022,5799
20211023,6709
20211025,18783
20211026,4159
20211028,20393
20211029,13101
20211030,24647
20211101,20894
20211102,15350
20211104,19970
20211105,10799
20211106,28265
20211108,11221
20211109,8051
20211111,14739
20211112,10862
20211113,12989
20211115,17396
20211116,17512
20211118,17816
20211119,11155
20211120,15355
20211122,16303
20211124,28062
20211125,7678
20211126,10069
20211127,10169
20211129,18552
20211130,14521
20211202,13496
20211203,17356
20211204,4258
20211206,8551
20211207,20677
20211209,20097
20211210,9029
20211211,17207
20211213,13692
20211214,21420
20211216,19544
20211217,16204
20211218,19124
20211220,20199
20211221,19665
20211223,27619
20211224,13545
20211225,18452
20211227,28247
20211228,14023
20211229,16061
20220105,7174
20220106,4184
20220107,10419
20220108,15686
20220111,9486
20220112,9534
20220113,8733
20220114,12567
20220115,8787
20220117,8565
20220118,6144
20220120,20228
20220121,17563
20220122,9553
20220124,9033
20220125,12194
20220127,16850
20220128,11664
20220129,5021
